260,"Experience:

2013-2019 - Entrepreneur, Sales of Medical Equipment and Related Medical Goods (ФОП Петрова С.С /МЕДТЕХНІКА)  
- Organized and supported daily operations in retail.  
- Selected and recruited employees.  
- Concluded contracts with suppliers.  
- Solved transport and logistics problems, including receipt, relocation, revaluation, and return of products to suppliers.  
- Managed accounting for payments to suppliers, contractors, buyers, and customers.  

2019-2021 - COO, Art Studio (Artichoke Art & Fashion School)  
- Led sales of short-term education courses in art direction.  
- Selected and recruited employees.  
- Organized teamwork with a focus on a team of six individuals.  
- Created and distributed tasks within teams.  
- Managed projects, including the development of monthly work plans covering various disciplines, marketing activities, and enrollment statistics for core courses.  
- Oversaw project management for weekend events, such as master classes and public talks, along with student accounting and database maintenance.  

Summary of Achievements:  
- Planned, directed, and managed multiple projects simultaneously.  
- Ensured objectives were met in alignment with outlined priorities.  
- Coordinated successful development across several initiatives.  
- Delegated responsibilities effectively and designed time schedules.  
- Negotiated contracts to ensure quality outcomes.   DoorDash_PM Score"
261,83.706
262,81.05
263,83.981
264,82.7
265,83.472
266,84.325
267,80.506
268,84.337
269,82.67
270,82.605
271,83.363
272,84.773
273,80.309
274,85.028
275,83.3
276,80.296
277,81.014
278,79.523
279,80.413
280,81.805
281,79.671
282,84.415
283,80.431
284,82.694
285,80.08
286,82.697
287,81.305
288,80.446
289,83.178
290,79.215
291,84.179
292,83.125
293,83.543
294,76.309
295,84.032
296,83.415
297,79.448
298,86.981
299,80.004
300,81.637
301,79.318
302,81.354
303,83.124
304,82.159
305,82.034
306,81.232
307,81.678
308,82.815
309,81.564
310,84.552
311,83.257
312,79.324
313,82.614
314,79.432
315,79.777
316,82.691
317,81.923
318,82.911
319,80.409
320,83.502
321,81.68
322,81.255
323,81.117
324,81.239
325,79.026
326,82.886
327,82.441
328,81.585
329,81.155
330,80.425
331,84.684
332,82.802
333,78.854
334,84.849
335,80.949
336,81.837
337,82.719
338,81.447
339,81.024
340,81.241
341,84.328
342,82.791
343,83.959
344,79.664
345,84.264
346,78.038
347,84.07
348,81.049
349,82.949
350,82.642
351,82.767
352,85.082
353,81.019
354,82.064
355,79.986
356,79.374
357,81.815
358,85.7
359,83.431
360,83.266
361,84.639
362,82.32
363,84.724
364,82.279
365,84.004
366,84.339
367,85.729
368,82.653
369,83.593
370,80.405
371,83.274
372,77.805
373,83.623
374,83.485
375,81.373
376,80.751
377,81.706
378,81.375
379,86.649
380,82.235
381,83.912
382,85.201
383,83.704
384,79.504
385,83.912
386,79.526
387,81.831
388,83.711
389,83.433
390,81.351
391,82.96
392,85.527
393,83.306
394,81.506
395,84.348
396,83.16
397,78.855
398,80.112
399,82.569
400,82.72
401,83.55
402,80.048
403,82.247
404,81.241
405,79.105
406,82.761
407,80.879
408,84.789
409,82.251
410,78.222
411,86.037
412,83.075
413,81.253
414,80.905
415,80.165
416,82.286
417,84.273
418,84.169
419,84.126
420,82.783
421,82.935
422,78.979
423,78.562
424,85.002
425,77.892
426,79.235
427,83.25
428,81.395
429,82.84
430,81.859
431,82.249
432,83.042
433,82.756
434,82.641
435,82.03
436,85.829
437,83.545
438,80.905
439,81.811
440,80.978
441,84.119
442,81.773
443,81.992
444,83.096
445,82.41
446,86.671
447,81.276
448,82.066
449,82.462
450,80.859
451,80.222
452,82.464
453,85.797
454,80.696
455,82.382
456,84.64
457,82.089
458,82.359
459,83.259
460,83.838
461,82.305
462,79.098
463,83.5
464,83.719
465,79.413
466,81.794
467,83.324
468,84.162
469,78.898
470,83.783
471,82.46
472,76.219
473,80.803
474,81.509
475,84.38
476,74.409
477,82.55
478,76.699
479,80.238
480,84.66
481,76.742
482,81.774
483,82.436
484,80.634
485,82.778
486,82.633
487,81.271
488,83.797
489,78.181
490,82.316
491,78.088
492,82.035
493,82.397
494,83.763
495,78.209
496,81.181
497,83.919
498,83.336
499,78.359
500,84.327
501,80.646
502,83.397
503,79.223
504,79.707
505,78.959
506,85.514
507,83.118
508,82.332
509,82.88
510,82.858
511,85.154
512,80.586
513,81.409
514,83.0
515,77.016
516,81.829
517,80.653
518,80.71
519,80.084
