260,"Experience:

2013-2019 - Entrepreneur, Sales of Medical Equipment and Related Goods (ФОП Петрова С.С /МЕДТЕХНІКА)
- Managed and supported daily retail operations.
- Responsible for employee selection.
- Negotiated and concluded contracts with suppliers.
- Addressed transport and logistics issues including receipt, relocation, revaluation, and returns.
- Managed accounting for payments to suppliers, contractors, buyers, and customers.

2019-2021 - COO, Artichoke Art & Fashion School
- Led sales of short-term educational courses in art direction.
- Selected and managed a team of employees.
- Organized teamwork for a team of six members.
- Developed and distributed tasks within the team.
- Managed projects including the creation of monthly work plans across various disciplines, from course programs to marketing activities and enrollment statistics.
- Directed 'weekend' projects such as master classes and public talks.
- Maintained student accounting and database records.

Summary of Achievements:
- Planned, directed, and managed projects to meet objectives.
- Coordinated the successful simultaneous development of multiple projects.
- Delegated responsibilities and developed time schedules.
- Negotiated contracts ensuring quality standards were met. Google_UX_gpt4o Score"
261,81.124
262,81.293
263,83.986
264,82.853
265,80.905
266,82.685
267,80.923
268,80.726
269,82.297
270,81.744
271,81.779
272,81.691
273,80.601
274,81.685
275,80.69
276,78.395
277,79.998
278,80.771
279,77.445
280,79.657
281,78.882
282,80.311
283,78.36
284,79.885
285,81.737
286,79.522
287,79.374
288,80.276
289,81.755
290,78.478
291,79.622
292,81.384
293,79.585
294,78.771
295,81.121
296,82.961
297,75.004
298,85.308
299,83.973
300,80.465
301,77.57
302,77.659
303,79.511
304,77.371
305,81.559
306,78.356
307,81.251
308,82.916
309,80.569
310,82.04
311,81.963
312,77.253
313,79.906
314,79.535
315,79.808
316,80.018
317,81.332
318,79.168
319,78.881
320,78.763
321,83.653
322,81.958
323,80.164
324,81.401
325,75.365
326,79.392
327,79.063
328,79.325
329,79.304
330,78.335
331,82.235
332,81.435
333,76.896
334,80.764
335,83.412
336,79.397
337,82.887
338,80.951
339,81.226
340,81.578
341,79.556
342,80.855
343,84.355
344,77.999
345,80.477
346,81.102
347,81.295
348,80.513
349,81.346
350,79.015
351,79.1
352,80.424
353,79.224
354,82.327
355,81.435
356,80.223
357,78.1
358,82.945
359,83.497
360,81.742
361,78.973
362,85.224
363,79.442
364,79.745
365,82.315
366,81.372
367,82.896
368,82.19
369,79.87
370,79.824
371,81.333
372,80.731
373,82.227
374,81.01
375,80.686
376,81.64
377,81.237
378,80.956
379,83.313
380,83.386
381,79.593
382,81.176
383,82.783
384,82.826
385,78.591
386,79.324
387,79.583
388,79.341
389,75.989
390,81.414
391,80.435
392,80.938
393,81.223
394,80.755
395,80.661
396,80.947
397,78.57
398,79.537
399,79.097
400,82.717
401,80.283
402,80.684
403,80.53
404,79.94
405,78.789
406,80.011
407,83.252
408,83.967
409,80.618
410,79.807
411,82.514
412,79.858
413,80.787
414,78.751
415,79.129
416,77.663
417,80.127
418,79.188
419,78.793
420,80.574
421,80.318
422,78.729
423,79.012
424,86.646
425,72.628
426,79.176
427,77.97
428,80.889
429,80.606
430,80.637
431,79.76
432,81.663
433,82.347
434,82.24
435,81.926
436,84.636
437,82.852
438,85.341
439,79.995
440,79.727
441,80.926
442,81.198
443,79.713
444,79.71
445,81.069
446,80.516
447,78.989
448,81.641
449,80.161
450,81.084
451,78.972
452,83.239
453,82.348
454,80.954
455,77.82
456,80.814
457,78.202
458,82.024
459,80.945
460,80.561
461,78.141
462,81.785
463,80.129
464,80.218
465,81.75
466,77.79
467,80.03
468,85.297
469,79.079
470,80.154
471,83.331
472,83.638
473,77.686
474,80.938
475,82.111
476,78.347
477,79.27
478,78.079
479,82.955
480,81.664
481,81.543
482,81.538
483,81.433
484,80.334
485,77.111
486,79.14
487,81.965
488,83.194
489,79.054
490,83.148
491,81.693
492,83.071
493,78.135
494,79.897
495,79.069
496,80.483
497,81.981
498,79.219
499,80.609
500,81.28
501,77.517
502,77.663
503,76.126
504,81.912
505,80.867
506,80.078
507,80.974
508,79.717
509,81.649
510,81.898
511,81.868
512,79.172
513,81.553
514,81.431
515,75.748
516,80.824
517,76.186
518,81.177
519,78.09
